assessment_id,customer_id,course_id,completion_rate,rating,completion_date
A003107,U0606,C005,0.1,4.0,
A003108,U0607,C015,0.85,,2024-05-21
A003109,U0607,C003,1.0,2.5,2024-11-06
A003110,U0608,C007,0.92,4.0,2024-12-29
A003111,U0608,C013,1.0,,2024-12-05
A003112,U0608,C012,0.94,,2024-12-11
A003113,U0608,C015,0.39,2.5,
A003114,U0608,C002,0.88,3.0,2024-12-07
A003115,U0608,C001,1.0,,2024-12-24
A003116,U0609,C012,0.94,5.0,2023-02-16
A003117,U0609,C004,0.48,4.5,
A003118,U0609,C015,1.0,4.5,2023-11-25
A003119,U0609,C011,1.0,,2023-11-02
A003120,U0609,C009,0.16,4.5,
A003121,U0609,C010,1.0,,2024-02-09
A003122,U0609,C013,1.0,,2024-05-22
A003123,U0609,C002,0.82,5.0,2024-06-17
A003124,U0609,C003,0.89,5.0,2024-09-24
A003125,U0609,C005,0.79,4.5,2024-11-04
A003126,U0609,C006,0.96,,2024-11-28
A003127,U0609,C008,0.87,4.0,2024-11-28
A003128,U0610,C007,0.98,3.5,2023-07-23
A003129,U0610,C003,1.0,5.0,2023-11-09
A003130,U0610,C014,0.67,4.0,2024-02-06
A003131,U0610,C006,0.95,,2024-11-15
A003132,U0610,C015,1.0,3.5,2024-08-01
A003133,U0610,C002,0.64,,
A003134,U0611,C009,0.98,,2024-04-03
A003135,U0611,C013,1.0,4.5,2024-12-26
A003136,U0611,C012,0.89,,2024-11-11
A003137,U0611,C007,1.0,,2024-12-08
A003138,U0611,C015,0.92,4.5,2024-12-11
A003139,U0612,C006,0.47,5.0,
A003140,U0612,C002,0.87,4.0,2024-08-07
A003141,U0612,C010,0.97,5.0,2024-09-01
A003142,U0612,C014,0.78,,2024-06-08
A003143,U0612,C011,0.99,5.0,2024-08-05
A003144,U0612,C004,0.97,4.5,2024-07-08
A003145,U0612,C001,0.94,5.0,2024-11-03
A003146,U0612,C013,1.0,,2024-12-30
A003147,U0613,C005,0.74,,2024-12-13
A003148,U0613,C006,0.93,,2024-12-17
A003149,U0613,C002,0.95,,2024-12-26
A003150,U0614,C003,0.34,5.0,
A003151,U0614,C014,0.14,,
A003152,U0614,C015,0.16,3.0,
A003153,U0615,C009,1.0,3.5,2024-10-30
A003154,U0615,C005,0.3,5.0,
A003155,U0616,C008,0.81,4.0,2022-09-02
A003156,U0616,C002,0.63,5.0,
A003157,U0616,C010,0.4,4.0,
A003158,U0616,C006,1.0,,2024-05-24
A003159,U0616,C009,0.43,,
A003160,U0616,C005,0.44,3.5,
A003161,U0617,C015,1.0,4.0,2022-12-02
A003162,U0617,C001,0.97,5.0,2022-10-07
A003163,U0617,C008,0.72,,2023-09-13
A003164,U0617,C012,1.0,,2023-09-30
A003165,U0617,C005,0.84,3.5,2024-03-13
A003166,U0617,C010,0.97,,2024-04-29
A003167,U0617,C013,1.0,4.5,2024-12-26
A003168,U0617,C009,1.0,5.0,2024-09-29
A003169,U0617,C006,1.0,4.5,2024-12-24
A003170,U0618,C012,0.76,,
A003171,U0618,C001,0.44,,
A003172,U0618,C006,1.0,3.5,2024-12-17
A003173,U0619,C009,0.35,4.0,
A003174,U0620,C005,0.8,3.0,2023-11-30
A003175,U0621,C005,0.84,3.0,2023-10-20
A003176,U0621,C008,0.82,4.0,2023-11-04
A003177,U0621,C011,0.26,3.0,
A003178,U0621,C003,1.0,,2024-05-22
A003179,U0621,C012,0.91,4.0,2024-09-30
A003180,U0622,C002,0.94,,2024-03-18
A003181,U0622,C014,0.84,4.0,2024-05-19
A003182,U0623,C001,0.78,,
A003183,U0623,C014,0.67,4.0,2022-11-05
A003184,U0623,C004,0.93,,2023-02-19
A003185,U0623,C015,0.97,5.0,2023-03-14
A003186,U0623,C008,0.86,4.0,2023-10-10
A003187,U0623,C011,1.0,,2024-01-25
A003188,U0623,C003,0.88,4.0,2024-05-16
A003189,U0623,C007,1.0,4.5,2024-06-19
A003190,U0623,C002,0.89,4.0,2024-05-22
A003191,U0623,C012,0.91,,2024-07-21
A003192,U0623,C009,0.94,4.5,2024-12-24
A003193,U0623,C006,1.0,,2024-12-10
A003194,U0624,C013,1.0,5.0,2023-09-26
A003195,U0624,C011,1.0,4.5,2024-01-26
A003196,U0624,C007,0.94,4.0,2024-09-30
A003197,U0624,C001,0.38,,
A003198,U0624,C008,0.75,3.5,2024-10-21
A003199,U0625,C005,0.58,3.0,
A003200,U0625,C011,0.58,5.0,
A003201,U0625,C006,0.91,,
A003202,U0625,C002,0.61,3.5,
A003203,U0625,C007,0.85,2.5,
A003204,U0625,C001,0.39,4.0,
A003205,U0625,C004,0.82,,
A003206,U0625,C012,0.49,4.5,
A003207,U0625,C009,0.41,,
A003208,U0626,C002,0.91,4.0,2024-07-23
A003209,U0626,C010,0.98,,2024-10-28
A003210,U0626,C012,1.0,5.0,2024-09-24
A003211,U0626,C009,1.0,5.0,2024-10-10
A003212,U0626,C011,1.0,4.5,2024-12-07
A003213,U0626,C003,0.23,4.5,
A003214,U0626,C005,0.88,,2024-12-08
A003215,U0626,C014,0.82,,2024-12-21
A003216,U0626,C004,0.46,4.5,
A003217,U0627,C008,0.7,,2024-12-30
A003218,U0628,C008,0.0,4.0,
A003219,U0628,C004,0.52,3.0,
A003220,U0628,C007,0.29,,
A003221,U0628,C011,0.55,3.0,
A003222,U0628,C001,0.63,4.5,
A003223,U0628,C012,0.59,4.0,
A003224,U0628,C015,0.66,3.0,
A003225,U0628,C014,0.56,,
A003226,U0629,C003,0.75,4.0,
A003227,U0629,C002,0.25,3.0,
A003228,U0629,C015,0.31,4.0,
A003229,U0629,C005,0.47,3.5,
A003230,U0629,C004,0.83,3.5,
A003231,U0629,C008,0.02,,
A003232,U0629,C006,0.55,,
A003233,U0629,C011,0.76,,
A003234,U0629,C009,0.13,4.5,
A003235,U0630,C005,0.55,,
A003236,U0630,C007,0.62,3.0,
A003237,U0630,C001,0.43,3.5,
A003238,U0630,C015,0.44,3.5,
A003239,U0630,C010,0.23,4.5,
A003240,U0630,C012,0.85,4.0,
A003241,U0630,C008,0.75,,2024-11-16
A003242,U0630,C011,0.99,3.5,2024-10-24
A003243,U0630,C006,0.79,,
A003244,U0630,C003,0.52,,
A003245,U0631,C011,0.54,4.0,
A003246,U0632,C005,0.8,,2024-02-15
A003247,U0632,C004,0.6,4.5,
A003248,U0633,C001,1.0,4.0,2024-06-07
A003249,U0633,C005,0.22,2.0,
A003250,U0634,C010,0.9,4.0,2024-03-28
A003251,U0634,C012,1.0,4.5,2024-09-29
A003252,U0634,C014,0.32,,
A003253,U0634,C011,1.0,4.5,2024-10-19
A003254,U0634,C008,0.84,4.5,2024-12-27
A003255,U0635,C007,0.76,,
A003256,U0635,C008,0.25,3.0,
A003257,U0635,C014,0.36,4.0,
A003258,U0635,C009,0.97,3.0,2024-05-09
A003259,U0636,C001,0.91,5.0,2023-08-03
A003260,U0636,C003,0.96,5.0,2023-11-10
A003261,U0636,C002,0.87,,2023-08-29
A003262,U0636,C005,0.76,4.5,2024-06-17
A003263,U0636,C015,0.95,,2024-11-23
A003264,U0636,C004,1.0,4.5,2024-12-29
A003265,U0637,C002,0.04,3.5,
A003266,U0637,C014,0.1,3.5,
A003267,U0637,C003,1.0,3.5,2024-10-27
A003268,U0637,C005,0.0,2.5,
A003269,U0638,C005,0.03,4.5,
A003270,U0639,C001,0.27,4.5,
A003271,U0639,C015,0.25,5.0,
A003272,U0639,C006,1.0,,2024-08-24
A003273,U0640,C011,1.0,,2024-08-20
A003274,U0640,C010,0.9,,2024-11-18
A003275,U0640,C008,0.7,,2024-11-11
A003276,U0640,C002,0.84,,2024-10-27
A003277,U0640,C015,0.87,4.5,2024-11-28
A003278,U0640,C013,1.0,5.0,2024-12-10
A003279,U0640,C014,0.74,4.5,2024-09-23
A003280,U0640,C004,0.41,5.0,
A003281,U0640,C001,1.0,4.0,2024-12-14
A003282,U0641,C003,0.51,5.0,
A003283,U0641,C009,1.0,,2024-10-31
A003284,U0641,C001,1.0,3.5,2024-11-05
A003285,U0641,C008,0.17,3.5,
A003286,U0642,C013,1.0,4.5,2024-06-16
A003287,U0642,C005,0.28,4.5,
A003288,U0642,C007,1.0,4.0,2024-09-06
A003289,U0642,C010,1.0,4.0,2024-10-28
A003290,U0642,C011,1.0,,2024-12-14
A003291,U0643,C006,0.67,,
A003292,U0643,C013,0.68,3.5,
A003293,U0643,C007,0.91,3.5,2023-09-11
A003294,U0643,C002,0.27,3.0,
A003295,U0643,C012,1.0,,2024-02-28
A003296,U0643,C009,0.52,2.5,
A003297,U0643,C014,0.35,2.5,
A003298,U0643,C005,0.17,3.0,
A003299,U0643,C011,0.37,3.0,
A003300,U0644,C005,0.67,3.0,
A003301,U0644,C007,0.29,1.5,
A003302,U0644,C014,0.09,2.5,
A003303,U0644,C002,0.29,,
A003304,U0644,C011,0.99,4.0,2024-06-26
A003305,U0644,C003,0.53,3.5,
A003306,U0645,C011,0.8,4.0,
A003307,U0645,C004,1.0,4.5,2022-10-27
A003308,U0645,C001,0.71,,
A003309,U0645,C002,0.28,,
A003310,U0645,C008,0.74,4.0,2023-09-05
A003311,U0645,C015,0.86,,2024-12-25
A003312,U0646,C015,0.85,3.5,2024-09-20
A003313,U0646,C009,0.95,4.5,2024-11-17
A003314,U0647,C005,0.77,3.0,2024-05-05
A003315,U0647,C007,0.46,,
A003316,U0647,C010,0.9,,2024-08-28
A003317,U0647,C008,0.0,3.5,
A003318,U0648,C009,1.0,5.0,2022-07-21
A003319,U0648,C006,1.0,4.5,2022-09-01
A003320,U0648,C010,0.61,,
A003321,U0648,C001,0.93,5.0,2024-08-08
A003322,U0648,C005,0.53,5.0,
A003323,U0648,C003,0.91,4.5,2024-12-31
A003324,U0649,C014,0.0,3.0,
A003325,U0649,C010,0.68,2.5,
A003326,U0650,C012,0.9,4.5,2023-10-29
A003327,U0650,C006,1.0,,2024-03-14
A003328,U0650,C003,0.28,4.0,
A003329,U0651,C009,0.91,3.5,2023-07-04
A003330,U0651,C008,0.12,3.5,
A003331,U0651,C011,0.71,,
A003332,U0652,C009,0.98,4.5,2023-11-20
A003333,U0652,C008,0.7,,2023-11-29
A003334,U0652,C004,0.88,4.5,2023-11-11
A003335,U0652,C007,1.0,,2024-01-22
A003336,U0652,C010,0.3,4.0,
A003337,U0652,C014,0.54,5.0,
A003338,U0652,C015,0.41,4.0,
A003339,U0652,C002,0.78,,2024-09-09
A003340,U0652,C001,0.31,,
A003341,U0652,C005,0.78,4.5,2024-12-29
A003342,U0653,C007,0.55,4.0,
A003343,U0653,C013,1.0,4.5,2023-08-09
A003344,U0653,C011,1.0,3.5,2024-02-03
A003345,U0653,C012,0.94,4.0,2023-12-24
A003346,U0653,C009,0.8,5.0,
A003347,U0653,C010,0.55,,
A003348,U0653,C005,0.0,,
A003349,U0654,C012,0.22,4.5,
A003350,U0654,C007,0.81,4.5,
A003351,U0654,C008,0.16,,
A003352,U0654,C002,0.08,4.0,
A003353,U0654,C015,0.08,3.0,
A003354,U0654,C009,0.53,3.5,
A003355,U0654,C005,0.0,3.0,
A003356,U0655,C006,0.56,,
A003357,U0655,C002,0.86,,2024-03-02
A003358,U0655,C008,0.36,4.5,
A003359,U0655,C005,0.41,3.0,
A003360,U0656,C015,0.8,3.5,
A003361,U0656,C004,0.97,4.5,2023-07-29
A003362,U0656,C005,0.35,5.0,
A003363,U0656,C007,0.51,,
A003364,U0657,C007,0.41,3.5,
A003365,U0657,C011,0.44,3.5,
A003366,U0657,C003,0.2,3.5,
A003367,U0658,C008,0.43,3.5,
A003368,U0658,C011,0.81,5.0,
A003369,U0658,C003,0.33,4.0,
A003370,U0658,C002,0.46,3.0,
A003371,U0658,C014,0.04,3.0,
A003372,U0659,C013,1.0,,2024-03-18
A003373,U0659,C010,0.88,4.0,2024-11-14
A003374,U0659,C001,1.0,4.0,2024-10-23
A003375,U0659,C003,0.45,4.5,
A003376,U0659,C004,0.66,4.0,
A003377,U0659,C014,0.7,3.5,2024-12-14
A003378,U0660,C015,0.88,,2023-02-20
A003379,U0660,C001,0.91,4.5,2023-05-04
A003380,U0660,C014,0.73,,2023-06-05
A003381,U0660,C003,0.92,,2023-05-29
A003382,U0660,C005,0.74,3.5,2024-04-03
A003383,U0660,C008,0.23,4.5,
A003384,U0660,C012,0.95,4.5,2024-09-27
A003385,U0661,C011,1.0,4.0,2024-12-31
A003386,U0662,C001,0.97,,2023-11-01
A003387,U0662,C005,0.86,4.0,2024-10-09
A003388,U0662,C013,1.0,,2024-12-10
A003389,U0663,C002,0.28,4.0,
A003390,U0663,C008,0.37,,
A003391,U0663,C003,0.79,,
A003392,U0663,C012,0.62,,
A003393,U0663,C013,0.54,,
A003394,U0664,C015,0.91,5.0,2024-09-28
A003395,U0664,C006,1.0,4.5,2024-06-26
A003396,U0664,C014,0.69,4.0,2024-09-09
A003397,U0664,C001,0.58,5.0,
A003398,U0664,C003,0.98,,2024-11-08
A003399,U0664,C004,1.0,5.0,2024-09-21
A003400,U0665,C010,0.29,,
A003401,U0665,C006,1.0,4.0,2024-07-23
A003402,U0666,C008,0.84,,2023-01-13
A003403,U0666,C012,0.25,,
A003404,U0666,C011,1.0,4.5,2023-08-30
A003405,U0666,C014,0.77,4.5,2024-03-07
A003406,U0666,C004,0.99,4.5,2024-12-11
A003407,U0666,C010,0.89,4.0,2024-12-31
A003408,U0666,C001,0.99,5.0,2024-12-16
A003409,U0667,C014,0.5,3.0,
A003410,U0667,C013,0.59,3.0,
A003411,U0667,C011,0.7,2.5,
A003412,U0667,C008,0.88,,2024-11-21
A003413,U0667,C010,0.6,5.0,
A003414,U0667,C009,0.43,3.0,
A003415,U0667,C012,0.59,3.0,
A003416,U0667,C015,0.23,,
A003417,U0668,C004,0.93,4.5,2023-12-06
A003418,U0668,C003,0.89,,2023-10-23
A003419,U0668,C005,0.87,,2024-03-16
A003420,U0668,C014,0.12,4.0,
A003421,U0668,C013,0.7,5.0,
A003422,U0668,C001,0.97,5.0,2024-12-11
A003423,U0668,C008,0.7,,2024-12-19
A003424,U0668,C009,0.97,5.0,2024-12-30
A003425,U0669,C012,0.23,5.0,
A003426,U0669,C007,0.29,4.0,
A003427,U0669,C006,0.16,,
A003428,U0669,C005,0.17,3.0,
A003429,U0669,C001,0.67,4.0,
A003430,U0670,C007,0.47,3.0,
A003431,U0670,C010,0.57,4.5,
A003432,U0670,C002,0.9,2.5,2024-05-18
A003433,U0670,C013,0.57,4.0,
A003434,U0670,C012,0.6,4.0,
A003435,U0670,C015,0.43,,
A003436,U0670,C006,0.41,4.0,
A003437,U0670,C014,0.66,,2024-12-28
A003438,U0670,C011,1.0,3.0,2024-11-27
A003439,U0671,C015,0.92,4.5,2023-11-24
A003440,U0671,C007,0.96,4.5,2024-03-27
A003441,U0671,C008,0.76,,2024-08-11
A003442,U0671,C003,0.9,,2024-11-30
A003443,U0671,C012,0.99,4.0,2024-12-08
A003444,U0671,C001,1.0,,2024-12-30
A003445,U0672,C011,0.54,,
A003446,U0672,C009,0.76,4.0,
A003447,U0672,C001,0.28,4.5,
A003448,U0672,C006,0.3,,
A003449,U0672,C015,0.53,3.0,
A003450,U0672,C013,0.35,,
A003451,U0672,C003,0.59,4.0,
A003452,U0672,C002,0.48,,
A003453,U0672,C004,0.78,3.5,
A003454,U0672,C012,1.0,3.5,2024-12-26
A003455,U0673,C005,0.71,4.5,2024-04-06
A003456,U0673,C001,1.0,5.0,2024-03-25
A003457,U0673,C004,0.51,5.0,
A003458,U0674,C013,1.0,,2024-02-21
A003459,U0674,C002,0.94,5.0,2024-04-28
A003460,U0674,C005,0.82,4.5,2024-02-25
A003461,U0674,C011,1.0,,2024-07-07
A003462,U0674,C014,0.75,,2024-06-02
A003463,U0674,C012,1.0,,2024-10-08
A003464,U0674,C009,1.0,5.0,2024-09-13
A003465,U0674,C015,1.0,4.5,2024-12-26
A003466,U0674,C003,0.42,4.5,
A003467,U0674,C010,1.0,4.5,2024-11-09
A003468,U0675,C002,0.71,4.0,
A003469,U0675,C001,0.96,,2023-03-26
A003470,U0675,C013,1.0,5.0,2024-04-08
A003471,U0675,C003,0.95,,2024-04-25
A003472,U0675,C007,1.0,4.5,2024-07-05
A003473,U0675,C011,1.0,4.0,2024-04-27
A003474,U0675,C005,0.73,4.5,2024-08-19
A003475,U0675,C010,1.0,,2024-06-25
A003476,U0675,C004,0.89,5.0,2024-11-22
A003477,U0675,C012,0.23,,
A003478,U0676,C001,0.71,4.0,
A003479,U0677,C007,0.29,3.5,
A003480,U0677,C009,0.88,4.0,
A003481,U0677,C015,0.95,2.5,2023-10-31
A003482,U0677,C004,0.88,4.5,2024-06-16
A003483,U0678,C003,0.66,,
A003484,U0678,C009,0.92,,2024-04-21
A003485,U0678,C002,0.11,,
A003486,U0678,C004,0.91,3.5,2024-09-26
A003487,U0679,C005,0.24,3.5,
A003488,U0679,C008,0.19,4.5,
A003489,U0680,C003,0.5,2.5,
A003490,U0680,C015,0.9,,2023-06-16
A003491,U0681,C008,0.21,2.5,
A003492,U0681,C007,0.91,4.0,2023-10-17
A003493,U0681,C013,0.81,4.0,
A003494,U0681,C002,0.24,4.0,
A003495,U0681,C010,0.79,3.5,
A003496,U0681,C014,0.01,3.0,
A003497,U0681,C009,0.73,3.5,
A003498,U0681,C006,0.74,4.0,
A003499,U0681,C003,0.37,3.5,
A003500,U0681,C015,0.93,,2024-11-10
A003501,U0682,C003,0.98,,2023-01-22
A003502,U0682,C001,0.83,,
A003503,U0682,C011,1.0,4.5,2024-12-08
A003504,U0683,C003,0.99,4.0,2023-06-17
A003505,U0683,C004,0.85,,2023-07-01
A003506,U0683,C012,0.95,,2023-10-16
A003507,U0683,C013,1.0,4.5,2023-12-01
A003508,U0683,C015,0.85,4.5,2023-11-10
A003509,U0683,C007,1.0,,2024-02-21
A003510,U0683,C011,1.0,4.0,2024-12-24
A003511,U0683,C002,0.89,,2024-11-07
A003512,U0683,C010,0.29,4.0,
A003513,U0683,C014,0.5,,
A003514,U0683,C006,0.28,4.5,
A003515,U0684,C004,0.87,3.0,2024-12-05
A003516,U0684,C010,0.88,3.0,2024-11-17
A003517,U0685,C011,0.35,3.5,
A003518,U0686,C007,0.28,3.5,
A003519,U0686,C002,0.79,4.0,2023-02-10
A003520,U0686,C013,0.26,4.5,
A003521,U0686,C005,0.2,4.0,
A003522,U0687,C004,0.42,3.0,
A003523,U0687,C006,0.73,5.0,
A003524,U0687,C001,0.85,,
A003525,U0687,C002,0.0,,
A003526,U0687,C008,0.4,3.5,
A003527,U0687,C011,0.96,3.0,2024-08-25
A003528,U0687,C005,0.44,3.5,
A003529,U0688,C014,0.0,3.5,
A003530,U0688,C011,0.62,4.5,
A003531,U0688,C004,0.82,4.0,
A003532,U0688,C008,0.7,,2023-10-02
A003533,U0688,C006,0.49,,
A003534,U0688,C002,0.09,3.0,
A003535,U0688,C013,0.29,4.0,
A003536,U0688,C009,0.31,,
A003537,U0688,C012,0.73,3.5,
A003538,U0689,C002,0.12,4.5,
A003539,U0689,C011,0.42,4.0,
A003540,U0689,C013,0.93,,
A003541,U0689,C007,0.89,4.5,2024-08-16
A003542,U0689,C012,0.24,4.5,
A003543,U0689,C004,0.47,4.0,
A003544,U0689,C001,0.22,3.5,
A003545,U0690,C012,0.73,,
A003546,U0690,C004,0.83,3.0,
A003547,U0690,C011,0.82,3.0,
A003548,U0690,C006,0.45,4.0,
A003549,U0691,C012,0.97,,2024-11-24
A003550,U0691,C009,0.92,,2024-10-22
A003551,U0691,C004,0.13,,
A003552,U0691,C001,1.0,,2024-11-17
A003553,U0691,C006,0.32,5.0,
A003554,U0692,C012,0.61,2.5,
A003555,U0692,C014,0.54,3.5,
A003556,U0692,C001,0.39,4.5,
A003557,U0692,C015,1.0,2.0,2024-04-26
A003558,U0692,C003,0.98,,2024-06-14
A003559,U0692,C006,0.23,3.0,
A003560,U0692,C010,0.91,4.5,2024-12-30
A003561,U0693,C013,1.0,4.0,2023-08-30
A003562,U0693,C012,0.56,5.0,
A003563,U0693,C015,0.72,3.0,
A003564,U0693,C008,0.26,,
A003565,U0693,C003,0.11,4.0,
A003566,U0693,C001,0.7,3.5,
A003567,U0693,C006,0.42,4.5,
A003568,U0693,C007,0.54,3.5,
A003569,U0693,C005,0.02,,
A003570,U0694,C003,0.98,4.5,2024-04-26
A003571,U0694,C008,0.25,2.5,
A003572,U0694,C001,0.56,3.5,
A003573,U0694,C010,0.94,3.5,2024-08-20
A003574,U0694,C014,0.69,5.0,2024-07-26
A003575,U0695,C004,0.48,3.5,
A003576,U0695,C014,0.21,,
A003577,U0695,C015,0.81,,
A003578,U0695,C009,0.37,4.5,
A003579,U0695,C013,0.57,2.5,
A003580,U0695,C002,0.95,3.5,2024-09-22
A003581,U0696,C002,0.06,4.0,
A003582,U0696,C010,0.94,,2024-06-02
A003583,U0696,C003,0.94,5.0,2024-07-30
A003584,U0697,C009,0.47,,
A003585,U0698,C009,0.96,,2024-03-08
A003586,U0698,C006,1.0,,2024-12-31
A003587,U0698,C012,0.33,4.0,
A003588,U0699,C011,0.21,3.5,
A003589,U0699,C007,0.29,,
A003590,U0699,C005,0.42,,
A003591,U0699,C003,0.57,3.0,
A003592,U0699,C010,0.21,,
A003593,U0699,C015,0.88,3.0,2024-12-01
A003594,U0700,C007,1.0,3.0,2024-11-17
A003595,U0700,C012,0.7,,
A003596,U0700,C014,0.8,4.0,2024-12-28
A003597,U0701,C007,0.98,,2024-04-03
A003598,U0701,C015,1.0,,2024-02-09
A003599,U0701,C014,0.38,3.5,
A003600,U0701,C001,0.96,5.0,2024-06-25
A003601,U0701,C004,0.95,,2024-12-02
A003602,U0701,C009,1.0,4.5,2024-11-03
A003603,U0701,C002,0.02,5.0,
A003604,U0701,C013,1.0,5.0,2024-12-31
A003605,U0702,C009,0.99,4.5,2022-10-15
A003606,U0702,C004,1.0,,2023-05-29
A003607,U0702,C007,0.9,4.5,2023-03-15
A003608,U0702,C015,0.97,,2023-02-11
A003609,U0702,C008,0.86,,2023-06-25
A003610,U0702,C001,1.0,3.5,2023-06-12
A003611,U0702,C010,0.88,,2023-12-07
A003612,U0702,C006,1.0,4.5,2024-02-04
A003613,U0702,C013,1.0,4.5,2024-04-07
A003614,U0702,C011,1.0,5.0,2024-03-02
A003615,U0702,C005,0.83,4.0,2023-12-28
A003616,U0702,C012,1.0,5.0,2024-12-26
A003617,U0703,C001,1.0,4.5,2023-11-02
A003618,U0703,C002,0.26,4.5,
A003619,U0703,C009,1.0,,2024-03-23
A003620,U0703,C011,1.0,,2024-05-02
A003621,U0703,C005,0.78,4.5,2024-08-08
A003622,U0703,C004,0.95,,2024-06-19
A003623,U0703,C006,0.95,4.5,2024-09-17
A003624,U0703,C007,0.98,,2024-11-17
A003625,U0703,C012,0.95,4.5,2024-10-09
A003626,U0703,C015,0.18,5.0,
A003627,U0703,C014,0.68,4.0,2024-12-07
A003628,U0704,C006,0.57,,
A003629,U0704,C004,0.88,,2024-08-14
A003630,U0705,C004,0.17,3.5,
A003631,U0706,C011,0.97,2.5,2024-11-03
A003632,U0706,C002,0.84,,2024-10-03
A003633,U0706,C006,0.8,3.0,
A003634,U0706,C009,0.57,5.0,
A003635,U0706,C015,0.44,4.0,
A003636,U0707,C004,0.48,5.0,
A003637,U0707,C005,0.38,4.0,
A003638,U0708,C001,0.95,,2024-11-15
A003639,U0708,C004,1.0,5.0,2024-12-18
A003640,U0708,C002,0.9,4.0,2024-11-17
A003641,U0708,C010,0.73,4.0,
A003642,U0708,C013,1.0,,2024-12-15
A003643,U0708,C007,0.95,4.5,2024-12-14
A003644,U0708,C006,1.0,5.0,2024-12-29
A003645,U0708,C003,1.0,4.5,2024-11-29
A003646,U0709,C015,0.85,,2023-12-07
A003647,U0709,C012,1.0,4.0,2024-04-04
A003648,U0709,C002,0.77,,2024-01-31
A003649,U0709,C001,0.31,,
A003650,U0709,C007,1.0,3.0,2024-08-04
A003651,U0710,C008,0.79,3.5,2022-10-24
A003652,U0710,C013,1.0,,2023-10-31
A003653,U0710,C005,0.06,3.5,
A003654,U0710,C006,0.21,3.5,
A003655,U0711,C014,0.28,3.0,
A003656,U0711,C006,0.37,4.5,
A003657,U0711,C005,0.86,4.0,2024-06-13
A003658,U0711,C007,0.7,4.0,
A003659,U0711,C002,0.73,4.5,
A003660,U0711,C004,0.67,,
A003661,U0711,C015,0.43,3.0,
A003662,U0712,C010,0.87,3.5,2024-11-28
A003663,U0712,C002,0.57,,
A003664,U0712,C004,0.39,,
A003665,U0713,C007,0.75,3.0,
A003666,U0713,C012,0.15,4.5,
A003667,U0713,C008,0.55,3.0,
A003668,U0713,C010,0.82,,
A003669,U0714,C010,1.0,3.5,2023-03-26
A003670,U0714,C007,0.89,4.5,2024-06-30
A003671,U0715,C009,0.17,4.0,
A003672,U0715,C008,0.86,,2024-01-31
A003673,U0716,C007,0.75,3.5,
A003674,U0716,C015,0.37,4.0,
A003675,U0716,C005,0.67,,
A003676,U0717,C013,0.28,5.0,
A003677,U0717,C004,0.89,,2024-10-17
A003678,U0717,C010,0.96,3.5,2024-10-21
A003679,U0718,C005,0.01,2.5,
A003680,U0718,C002,0.77,3.0,2023-12-11
A003681,U0718,C009,0.58,,
A003682,U0718,C001,0.4,,
A003683,U0718,C010,0.92,2.5,2024-08-07
A003684,U0719,C010,0.92,3.5,2024-09-30
A003685,U0719,C001,0.95,4.5,2024-11-29
A003686,U0719,C014,0.81,4.0,2024-11-13
A003687,U0720,C001,0.35,3.0,
A003688,U0720,C006,0.24,3.5,
A003689,U0720,C002,0.4,4.0,
A003690,U0720,C008,0.21,,
A003691,U0720,C012,0.65,2.0,
A003692,U0720,C010,0.75,3.5,
A003693,U0720,C003,0.81,,
A003694,U0720,C013,1.0,3.0,2024-07-09
A003695,U0720,C014,0.19,,
A003696,U0721,C007,1.0,,2024-11-13
A003697,U0721,C015,0.88,,2024-12-30
A003698,U0721,C005,0.84,,2024-11-30
A003699,U0721,C010,1.0,4.0,2024-12-31
A003700,U0722,C013,1.0,3.0,2024-11-18
A003701,U0722,C014,0.0,4.0,
A003702,U0722,C012,0.29,5.0,
A003703,U0722,C006,1.0,,2024-10-26
A003704,U0722,C009,0.43,3.0,
A003705,U0723,C008,0.83,3.5,2023-08-22
A003706,U0723,C001,1.0,,2023-11-10
A003707,U0724,C013,1.0,4.0,2024-04-17
A003708,U0725,C003,0.81,4.5,
A003709,U0725,C010,0.37,,
A003710,U0725,C004,0.1,3.5,
A003711,U0725,C002,0.36,2.5,
A003712,U0725,C013,0.47,3.5,
A003713,U0726,C015,0.07,4.5,
A003714,U0726,C012,1.0,4.5,2024-06-07
A003715,U0726,C008,0.78,4.5,2024-10-30
A003716,U0726,C001,1.0,4.0,2024-09-15
A003717,U0726,C009,0.16,,
A003718,U0726,C005,0.76,4.5,2024-11-28
A003719,U0726,C003,0.55,,
A003720,U0727,C013,1.0,,2022-08-01
A003721,U0727,C004,0.9,,2022-08-18
A003722,U0727,C014,0.75,,2023-04-20
A003723,U0727,C011,0.22,4.0,
A003724,U0727,C006,0.23,,
A003725,U0727,C008,0.7,3.5,2024-12-07
A003726,U0727,C012,0.49,5.0,
A003727,U0728,C003,0.97,4.5,2024-11-25
A003728,U0728,C001,0.91,,2024-12-20
A003729,U0729,C006,1.0,5.0,2023-04-21
A003730,U0729,C004,0.85,,2023-07-08
A003731,U0729,C003,0.97,4.5,2024-03-04
A003732,U0729,C010,1.0,4.5,2024-04-19
A003733,U0729,C001,0.53,5.0,
A003734,U0729,C012,0.9,,2024-12-13
A003735,U0729,C007,0.92,,2024-12-19
A003736,U0730,C006,0.6,2.5,
A003737,U0730,C008,0.55,2.5,
A003738,U0730,C007,0.41,,
